MEASURE,Interstate Migration,SEX_ABS,Sex,AGE,Age,ASGS_2011,Region,FREQUENCY,Frequency,TIME,Time,Value
2,NIM Departures,2,Females,A45,45 - 49,9,Other Territories,A,Annual,2017,2017,0
2,NIM Departures,3,Persons,A45,45 - 49,9,Other Territories,A,Annual,2017,2017,0
3,NET Interstate,1,Males,A45,45 - 49,9,Other Territories,A,Annual,2017,2017,0
3,NET Interstate,2,Females,A45,45 - 49,9,Other Territories,A,Annual,2017,2017,0
3,NET Interstate,3,Persons,A45,45 - 49,9,Other Territories,A,Annual,2017,2017,0
1,NIM Arrivals,1,Males,A50,50 - 54,0,Australia,A,Annual,2017,2017,8150
1,NIM Arrivals,2,Females,A50,50 - 54,0,Australia,A,Annual,2017,2017,8200
1,NIM Arrivals,3,Persons,A50,50 - 54,0,Australia,A,Annual,2017,2017,16350
2,NIM Departures,1,Males,A50,50 - 54,0,Australia,A,Annual,2017,2017,8150
2,NIM Departures,2,Females,A50,50 - 54,0,Australia,A,Annual,2017,2017,8200
2,NIM Departures,3,Persons,A50,50 - 54,0,Australia,A,Annual,2017,2017,16350
3,NET Interstate,1,Males,A50,50 - 54,0,Australia,A,Annual,2017,2017,0
3,NET Interstate,2,Females,A50,50 - 54,0,Australia,A,Annual,2017,2017,0
3,NET Interstate,3,Persons,A50,50 - 54,0,Australia,A,Annual,2017,2017,0
1,NIM Arrivals,1,Males,A50,50 - 54,1,New South Wales,A,Annual,2017,2017,1940
1,NIM Arrivals,2,Females,A50,50 - 54,1,New South Wales,A,Annual,2017,2017,1890
1,NIM Arrivals,3,Persons,A50,50 - 54,1,New South Wales,A,Annual,2017,2017,3830
2,NIM Departures,1,Males,A50,50 - 54,1,New South Wales,A,Annual,2017,2017,2270
2,NIM Departures,2,Females,A50,50 - 54,1,New South Wales,A,Annual,2017,2017,2380
2,NIM Departures,3,Persons,A50,50 - 54,1,New South Wales,A,Annual,2017,2017,4650
3,NET Interstate,1,Males,A50,50 - 54,1,New South Wales,A,Annual,2017,2017,-330
3,NET Interstate,2,Females,A50,50 - 54,1,New South Wales,A,Annual,2017,2017,-490
3,NET Interstate,3,Persons,A50,50 - 54,1,New South Wales,A,Annual,2017,2017,-830
1,NIM Arrivals,1,Males,A50,50 - 54,2,Victoria,A,Annual,2017,2017,1600
1,NIM Arrivals,2,Females,A50,50 - 54,2,Victoria,A,Annual,2017,2017,1650
1,NIM Arrivals,3,Persons,A50,50 - 54,2,Victoria,A,Annual,2017,2017,3250
2,NIM Departures,1,Males,A50,50 - 54,2,Victoria,A,Annual,2017,2017,1520
2,NIM Departures,2,Females,A50,50 - 54,2,Victoria,A,Annual,2017,2017,1550
2,NIM Departures,3,Persons,A50,50 - 54,2,Victoria,A,Annual,2017,2017,3070
3,NET Interstate,1,Males,A50,50 - 54,2,Victoria,A,Annual,2017,2017,80
3,NET Interstate,2,Females,A50,50 - 54,2,Victoria,A,Annual,2017,2017,100
3,NET Interstate,3,Persons,A50,50 - 54,2,Victoria,A,Annual,2017,2017,180
1,NIM Arrivals,1,Males,A50,50 - 54,3,Queensland,A,Annual,2017,2017,2370
1,NIM Arrivals,2,Females,A50,50 - 54,3,Queensland,A,Annual,2017,2017,2380
1,NIM Arrivals,3,Persons,A50,50 - 54,3,Queensland,A,Annual,2017,2017,4750
2,NIM Departures,1,Males,A50,50 - 54,3,Queensland,A,Annual,2017,2017,1750
2,NIM Departures,2,Females,A50,50 - 54,3,Queensland,A,Annual,2017,2017,1790
2,NIM Departures,3,Persons,A50,50 - 54,3,Queensland,A,Annual,2017,2017,3540
3,NET Interstate,1,Males,A50,50 - 54,3,Queensland,A,Annual,2017,2017,620
3,NET Interstate,2,Females,A50,50 - 54,3,Queensland,A,Annual,2017,2017,590
3,NET Interstate,3,Persons,A50,50 - 54,3,Queensland,A,Annual,2017,2017,1210
1,NIM Arrivals,1,Males,A50,50 - 54,4,South Australia,A,Annual,2017,2017,510
1,NIM Arrivals,2,Females,A50,50 - 54,4,South Australia,A,Annual,2017,2017,540
1,NIM Arrivals,3,Persons,A50,50 - 54,4,South Australia,A,Annual,2017,2017,1040
2,NIM Departures,1,Males,A50,50 - 54,4,South Australia,A,Annual,2017,2017,650
2,NIM Departures,2,Females,A50,50 - 54,4,South Australia,A,Annual,2017,2017,590
2,NIM Departures,3,Persons,A50,50 - 54,4,South Australia,A,Annual,2017,2017,1240
3,NET Interstate,1,Males,A50,50 - 54,4,South Australia,A,Annual,2017,2017,-140
3,NET Interstate,2,Females,A50,50 - 54,4,South Australia,A,Annual,2017,2017,-50
3,NET Interstate,3,Persons,A50,50 - 54,4,South Australia,A,Annual,2017,2017,-200
1,NIM Arrivals,1,Males,A50,50 - 54,5,Western Australia,A,Annual,2017,2017,630
1,NIM Arrivals,2,Females,A50,50 - 54,5,Western Australia,A,Annual,2017,2017,630
1,NIM Arrivals,3,Persons,A50,50 - 54,5,Western Australia,A,Annual,2017,2017,1260
2,NIM Departures,1,Males,A50,50 - 54,5,Western Australia,A,Annual,2017,2017,900
2,NIM Departures,2,Females,A50,50 - 54,5,Western Australia,A,Annual,2017,2017,830
2,NIM Departures,3,Persons,A50,50 - 54,5,Western Australia,A,Annual,2017,2017,1730
3,NET Interstate,1,Males,A50,50 - 54,5,Western Australia,A,Annual,2017,2017,-280
3,NET Interstate,2,Females,A50,50 - 54,5,Western Australia,A,Annual,2017,2017,-190
3,NET Interstate,3,Persons,A50,50 - 54,5,Western Australia,A,Annual,2017,2017,-470
1,NIM Arrivals,1,Males,A50,50 - 54,6,Tasmania,A,Annual,2017,2017,360
1,NIM Arrivals,2,Females,A50,50 - 54,6,Tasmania,A,Annual,2017,2017,410
1,NIM Arrivals,3,Persons,A50,50 - 54,6,Tasmania,A,Annual,2017,2017,770
2,NIM Departures,1,Males,A50,50 - 54,6,Tasmania,A,Annual,2017,2017,250
2,NIM Departures,2,Females,A50,50 - 54,6,Tasmania,A,Annual,2017,2017,290
2,NIM Departures,3,Persons,A50,50 - 54,6,Tasmania,A,Annual,2017,2017,540
3,NET Interstate,1,Males,A50,50 - 54,6,Tasmania,A,Annual,2017,2017,110
3,NET Interstate,2,Females,A50,50 - 54,6,Tasmania,A,Annual,2017,2017,120
3,NET Interstate,3,Persons,A50,50 - 54,6,Tasmania,A,Annual,2017,2017,230
1,NIM Arrivals,1,Males,A50,50 - 54,7,Northern Territory,A,Annual,2017,2017,310
1,NIM Arrivals,2,Females,A50,50 - 54,7,Northern Territory,A,Annual,2017,2017,290
1,NIM Arrivals,3,Persons,A50,50 - 54,7,Northern Territory,A,Annual,2017,2017,600
2,NIM Departures,1,Males,A50,50 - 54,7,Northern Territory,A,Annual,2017,2017,400
2,NIM Departures,2,Females,A50,50 - 54,7,Northern Territory,A,Annual,2017,2017,340
2,NIM Departures,3,Persons,A50,50 - 54,7,Northern Territory,A,Annual,2017,2017,740
3,NET Interstate,1,Males,A50,50 - 54,7,Northern Territory,A,Annual,2017,2017,-80
3,NET Interstate,2,Females,A50,50 - 54,7,Northern Territory,A,Annual,2017,2017,-60
3,NET Interstate,3,Persons,A50,50 - 54,7,Northern Territory,A,Annual,2017,2017,-140
1,NIM Arrivals,1,Males,A50,50 - 54,8,Australian Capital Territory,A,Annual,2017,2017,440
1,NIM Arrivals,2,Females,A50,50 - 54,8,Australian Capital Territory,A,Annual,2017,2017,420
1,NIM Arrivals,3,Persons,A50,50 - 54,8,Australian Capital Territory,A,Annual,2017,2017,860
2,NIM Departures,1,Males,A50,50 - 54,8,Australian Capital Territory,A,Annual,2017,2017,410
2,NIM Departures,2,Females,A50,50 - 54,8,Australian Capital Territory,A,Annual,2017,2017,440
2,NIM Departures,3,Persons,A50,50 - 54,8,Australian Capital Territory,A,Annual,2017,2017,860
3,NET Interstate,1,Males,A50,50 - 54,8,Australian Capital Territory,A,Annual,2017,2017,30
3,NET Interstate,2,Females,A50,50 - 54,8,Australian Capital Territory,A,Annual,2017,2017,-20
3,NET Interstate,3,Persons,A50,50 - 54,8,Australian Capital Territory,A,Annual,2017,2017,10
1,NIM Arrivals,1,Males,A50,50 - 54,9,Other Territories,A,Annual,2017,2017,0
1,NIM Arrivals,2,Females,A50,50 - 54,9,Other Territories,A,Annual,2017,2017,0
1,NIM Arrivals,3,Persons,A50,50 - 54,9,Other Territories,A,Annual,2017,2017,0
2,NIM Departures,1,Males,A50,50 - 54,9,Other Territories,A,Annual,2017,2017,0
2,NIM Departures,2,Females,A50,50 - 54,9,Other Territories,A,Annual,2017,2017,0
2,NIM Departures,3,Persons,A50,50 - 54,9,Other Territories,A,Annual,2017,2017,0
3,NET Interstate,1,Males,A50,50 - 54,9,Other Territories,A,Annual,2017,2017,0
3,NET Interstate,2,Females,A50,50 - 54,9,Other Territories,A,Annual,2017,2017,0
3,NET Interstate,3,Persons,A50,50 - 54,9,Other Territories,A,Annual,2017,2017,0
1,NIM Arrivals,1,Males,A55,55 - 59,0,Australia,A,Annual,2017,2017,7570
1,NIM Arrivals,2,Females,A55,55 - 59,0,Australia,A,Annual,2017,2017,8040
1,NIM Arrivals,3,Persons,A55,55 - 59,0,Australia,A,Annual,2017,2017,15600
2,NIM Departures,1,Males,A55,55 - 59,0,Australia,A,Annual,2017,2017,7570
